기간,회사,스펙,학교_원문,학교_분류,학과_원문,학과_계열,자격증,기타자격증,인턴,기타
2018 하반기,수원문화재단,"인천대학교 / 학점 4.07 / 토익 835 / 정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급",인천대학교,지방대,학점 4.07,기타,TOEIC 835,"정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급","정부부처 기자단(2015, 2016), 은행 홍보대사(2015~2016), 학과 학술제 입상(2015, 2016), 소모임 회장(2016), 컨설팅회사 인턴(2017 상반기), 아르바이트(2017 하반기), 교내 공모대회 입상(2017), 공항 현장실습(2개월), 컴퓨터활용능력 1급, 전산회계 1급",
2024 상반기,새마을금고중앙회,"건동홍 / 컴퓨터공학과 / 학점 4.01/4.5 / 토익: 870, 오픽: IM2 / 기타: 정보처리기사",건동홍,인서울,컴퓨터공학과,공학,"TOEIC 870, OPIc IM2",기타: 정보처리기사,,
2022 하반기,현대캐피탈,"서연고 / 중어중문학 / 학점 4.03/4.5 / 토익: 980, 토익스피킹: 170/레벨7, 기타: HSK 6급 / 사회생활 경험: 인턴 2회 / 동아리 1번, 교내 성적우수상, 중국대사관 장학생",서연고,기타,중어중문학,인문어문,"TOEIC 980, 토익스피킹 170/레벨7, HSK 6급",,사회생활 경험: 인턴 2회,"동아리 1번, 교내 성적우수상, 중국대사관 장학생"
2024 상반기,SK E&S,"서울여대 / 문과 / 학점 3.58/4.5 / 기타: TOEFL ibt, 86점 / SAF 앰버서더, 서울시아리수대학생홍보대사, 서울리거뷰티서포터즈, 아베다지키미, 굿네이버스NGOTraveler / 컴퓨터활용능력: 2급",서울여대,지방대,문과,기타,,"기타: TOEFL ibt, 86점 / 컴퓨터활용능력: 2급",,"SAF 앰버서더, 서울시아리수대학생홍보대사, 서울리거뷰티서포터즈, 아베다지키미, 굿네이버스NGOTraveler"
2024 하반기,후성코퍼레이션,서성한 / 화학 / 학점 3.15/4.5 / 오픽: IH,서성한,인서울,화학,자연과학,OPIc IH,,,
2021 하반기,한국부동산원,"지방대 / 컴퓨터공학과 / 학점 3.75 / 토익: 850, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",지방대,지방대,컴퓨터공학과,공학,"TOEIC 850, 토익스피킹 ","한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",,사회생활 경험:
2023 상반기,현대씨앤알,"중앙대 / 통계 / 학점 3.89/4.5 / 토익: , 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",중앙대,인서울,통계,IT컴퓨터,토익스피킹 ,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",,사회생활 경험:
2020 상반기,하나은행,"부산대 / 이과 / 학점 3.82/4.5 / 토익: 900 / 사회생활 경험: (주)데이터에듀 인턴 5개월, 주식회사 니더 인턴 2개월 / 컴퓨터활용능력: 2급, 기타: 사회조사분석사 2급, ADSP",부산대,지방대,이과,기타,TOEIC 900,"컴퓨터활용능력: 2급, 기타: 사회조사분석사 2급, ADSP","사회생활 경험: (주)데이터에듀 인턴 5개월, 주식회사 니더 인턴 2개월",
2018 하반기,제주항공,수도권4년제 / 항공교통학과 / 학점 3.8 / 토익 975,수도권4년제,기타,항공교통학과,기타,TOEIC 975,,,
2022 하반기,네이버,"서성한이 / 디자인 / 학점 4.38/4.5 / 공기업 서포터즈, 디자인 학회, 독립출판 프로젝트 / 기타: GTQ그래픽기술자격 1급, 전산회계 3급",서성한이,인서울,디자인,예체능디자인,,"기타: GTQ그래픽기술자격 1급, 전산회계 3급",,"공기업 서포터즈, 디자인 학회, 독립출판 프로젝트"
2023 하반기,선진,"부산대 / 식품자원경제학과 / 학점 3.91/4.5 / 토익: 880,오픽: IM2 / 사회생활 경험: 신용보증기금 / 부산선박금융연구회, 폴라리스 대학생경제봉사단 / 기타: 국제무역사1급",부산대,지방대,식품자원경제학과,경영경제,"TOEIC 880, OPIc IM2",기타: 국제무역사1급,,"사회생활 경험: 신용보증기금 / 부산선박금융연구회, 폴라리스 대학생경제봉사단"
2022 하반기,한국자산관리공사,"광주대학교 / 문헌정보학과 / 학점 3.3/4.5 / 사회생활 경험: 한국도서관문화진흥원 한국마사회 pa직 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급",광주대학교,지방대,문헌정보학과,기타,,"한국사검정시험: 고급, 컴퓨터활용능력: 1급",,사회생활 경험: 한국도서관문화진흥원 한국마사회 pa직
2022 하반기,부천도시공사,"고졸 / 문과 / 학점 x / 한국사검정시험: 고급, 컴퓨터활용능력: 2급",고졸,기타,문과,기타,,"한국사검정시험: 고급, 컴퓨터활용능력: 2급",,
2018 하반기,DB Inc,건동홍 / 컴퓨터공학과 / 학점 3.4 / 대외활동 2회,건동홍,인서울,컴퓨터공학과,공학,,,,대외활동 2회
2019 하반기,한국콜마,"고려대학교 대학원, 건국대학교 / 학점 4.5(대학원),4.04(대학교) / 토익 850, 오픽 IM2 / 삼양사 식품연구소 인턴 (2개월), 과대표 및 과학생회장 (3년), 교내 재학생 자문단 (2년), 대한민국 대학생 교육기부단 (6개월), 식품기사, 운전면허증","고려대학교 대학원, 건국대학교",Top5,"학점 4.5(대학원),4.04(대학교)",기타,"TOEIC 850, OPIc IM2","삼양사 식품연구소 인턴 (2개월), 과대표 및 과학생회장 (3년), 교내 재학생 자문단 (2년), 대한민국 대학생 교육기부단 (6개월), 식품기사, 운전면허증","삼양사 식품연구소 인턴 (2개월), 과대표 및 과학생회장 (3년), 교내 재학생 자문단 (2년), 대한민국 대학생 교육기부단 (6개월), 식품기사, 운전면허증",
2024 상반기,삼성증권,"서성한 / 글로벌경영학과 / 학점 4.01/4.5 / 오픽: IH / 모의투자대회, 데이터분석대회 참여이력 / 기타: CFA Level3, 금융투자분석사, 재무위험관리사, 한자2급",서성한,인서울,글로벌경영학과,경영경제,OPIc IH,"기타: CFA Level3, 금융투자분석사, 재무위험관리사, 한자2급",,"모의투자대회, 데이터분석대회 참여이력"
2022 하반기,NH농협은행,"인천대 / 무역학과 / 학점 3.38/4.5 / 토익: 730, 토익스피킹: 130, 오픽: , 기타: / 사회생활 경험: 금융권 경력 2년 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 워드프로세서 1급",인천대,지방대,무역학과,경영경제,"TOEIC 730, 토익스피킹 130","한국사검정시험: , 컴퓨터활용능력: , 기타: 워드프로세서 1급",,사회생활 경험: 금융권 경력 2년
2022 하반기,현대중공업,"동아대 / 기계과 / 학점 3.64/4.5 / 토익: 840, 토익스피킹: 레벨 6, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: , 기타: 일반기계기사",동아대,지방대,기계과,공학,"TOEIC 840, 토익스피킹 레벨 6","한국사검정시험: 고급, 컴퓨터활용능력: , 기타: 일반기계기사",,사회생활 경험:
2017 하반기,롯데 대홍기획,센트럴 세인트마틴 / 공간디자인 / 학점 3.0 / 없음 / 없음,센트럴 세인트마틴,기타,공간디자인,예체능디자인,,,,없음 / 없음
2022 하반기,한국공항공사,"한서대 / 항공교통학 / 학점 4.19/4.5 / 토익: 890 / 해외위탁교육, 자격증 학습지도, 시뮬레이터실 관리 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 정보처리기사, 운전면허, 워드프로세서",한서대,지방대,항공교통학,기타,TOEIC 890,"해외위탁교육, 자격증 학습지도, 시뮬레이터실 관리 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 정보처리기사, 운전면허, 워드프로세서",,
2022 하반기,에스엔패션그룹(주),수도권 4년제 / 패션디자인학과 / 학점 3.5 / 사회생활 경험: 스타트업 9개월 / GTQ 포토샵 1급,수도권 4년제,기타,패션디자인학과,예체능디자인,,GTQ 포토샵 1급,,사회생활 경험: 스타트업 9개월
2024 하반기,에너지경제연구원,"지거국 / 문과 / 학점 3.14/4.5 / 토익스피킹: 130 / 한국사검정능력시험: 고급, 컴퓨터활용능력: 2급",지거국,지방대,문과,기타,토익스피킹 130 / 한국사검정능력시험: 고급,"한국사검정능력시험: 고급, 컴퓨터활용능력: 2급",,
2020 하반기,LS전선,"고려대학교 / 사회학과 / 학점 4.08(지원 당시) / 토익: 935, 오픽: AL / 사회생활 경험: 컨설팅펌3개월, 스타트업 3개월 / 기업 대외활동1회, 교내동아리1회, 경영학회, 교환학생 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급",고려대학교,Top5,사회학과,사회과학,"TOEIC 935, OPIc AL","한국사검정시험: 고급, 컴퓨터활용능력: 1급",,"사회생활 경험: 컨설팅펌3개월, 스타트업 3개월 / 기업 대외활동1회, 교내동아리1회, 경영학회, 교환학생"
2022 하반기,서울교통공사,"광운대 / 전자재료공학과 / 학점 3.38/4.5 / 토익: , 토익스피킹: 130/IM3, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: 2급, 기타: 전기기사, 전기공사기사",광운대,인서울,전자재료공학과,공학,토익스피킹 130/IM3,"한국사검정시험: , 컴퓨터활용능력: 2급, 기타: 전기기사, 전기공사기사",,사회생활 경험:
2019 하반기,현대자동차,"광운대학교, 광운대 대학원 / 학점 4.2(대학교),4.5(대학원) / 오픽 IH / 교내 연합봉사동아리 2년(부회장 1년), 교내 공모전 2회 참여: 우수상, 인기상 2회 수상, 전국단위 연구과제 공모전 참여: 장려상 수상, 임베디드소프트웨어경진대회 자율주행부문 참여, 학부연구생 생활 2년, 석사 2년, 석사과정 국가 연구과제 담당 2건, 국내/국제학회 학술발표 5건, 국외학회 학술발표 1건, 국내특허출원 2건, 국제특허출원 1건, SW저작권 1건, SCOPUS 논문 3건, SCI 논문 1건, 컴활 1급","광운대학교, 광운대 대학원",인서울,"학점 4.2(대학교),4.5(대학원)",기타,OPIc IH,"교내 연합봉사동아리 2년(부회장 1년), 교내 공모전 2회 참여: 우수상, 인기상 2회 수상, 전국단위 연구과제 공모전 참여: 장려상 수상, 임베디드소프트웨어경진대회 자율주행부문 참여, 학부연구생 생활 2년, 석사 2년, 석사과정 국가 연구과제 담당 2건, 국내/국제학회 학술발표 5건, 국외학회 학술발표 1건, 국내특허출원 2건, 국제특허출원 1건, SW저작권 1건, SCOPUS 논문 3건, SCI 논문 1건, 컴활 1급",,
2024 상반기,마티니아이오,"건국대 / 미디어커뮤니케이션학과 / 학점 3.83/4.5 / 토익: 730, 오픽: IM2 / 사회생활 경험: 더피알커뮤니케이션(인턴), 제이씨교육(아르바이트) / 코멘토 직무부트캠프 (마케팅/브랜드마케팅), KPR 공모전 참여 / 기타: GAIQ 고급",건국대,인서울,미디어커뮤니케이션학과,사회과학,"TOEIC 730, OPIc IM2",기타: GAIQ 고급,"사회생활 경험: 더피알커뮤니케이션(인턴), 제이씨교육(아르바이트)","코멘토 직무부트캠프 (마케팅/브랜드마케팅), KPR 공모전 참여"
2021 상반기,KCC글라스,"서성한 / 정치외교학과 / 학점 3.94/4.5 / 토익: 875, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",서성한,인서울,정치외교학과,사회과학,"TOEIC 875, 토익스피킹 ","한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타:",,사회생활 경험:
2023 상반기,국민건강보험공단,"국숭세단 / 금융 / 학점 3.61/4.5 / 토익: 825, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: 금융권인턴1회,공기업사무보조1회 / 중앙회서포터즈 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 재경관리사,투자자산운용사,사회조사분석사2급,신용분석사",국숭세단,인서울,금융,경영경제,"TOEIC 825, 토익스피킹 ","한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 재경관리사,투자자산운용사,사회조사분석사2급,신용분석사","사회생활 경험: 금융권인턴1회,공기업사무보조1회",중앙회서포터즈
2021 하반기,한진그룹,"인서울 / 사회/상경계열 / 학점 3.2 / 오픽 IH / 스타트업 익스턴십 1회, 교내 학생연구원 1회 / 대외활동 3회 / 한국사 1급, GAIQ 고급",인서울,인서울,사회/상경계열,사회과학,OPIc IH,"한국사 1급, GAIQ 고급",,"스타트업 익스턴십 1회, 교내 학생연구원 1회 / 대외활동 3회"
2024 상반기,지학사,"덕성여대 / 유아교육, 영어영문 / 학점 3.45",덕성여대,지방대,"유아교육, 영어영문",인문어문,,,,
2024 하반기,캐논코리아,"숭실대 / 전기공학부 / 학점 3.41/4.5 / 토익스피킹: 140/IH / 사회생활 경험: 삼우설계(1달) / 공학상 은상, 캠퍼스특허유니버시아드 장려상 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전기기사, 전기공사기사",숭실대,인서울,전기공학부,공학,토익스피킹 140/IH,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전기기사, 전기공사기사",,"사회생활 경험: 삼우설계(1달) / 공학상 은상, 캠퍼스특허유니버시아드 장려상"
2022 하반기,아이탑에듀,"배재대학교 / 정치언론안보학 / 학점 4.04/4.5 / 토익: 790, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: 쿠팡풀필먼트서비스 물류직 1년, 대원로지스틱 자동차부품관리 2년, 국제크리스천학교 총무 인턴직 3개월 / 경기도청년봉사단 4기 단원, 헌혈 활동 및 헌혈증 기부 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 정보처리기사, MOS 2007 MASTER, 전산세무2급",배재대학교,지방대,정치언론안보학,사회과학,"TOEIC 790, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: , 기타: 정보처리기사, MOS 2007 MASTER, 전산세무2급","사회생활 경험: 쿠팡풀필먼트서비스 물류직 1년, 대원로지스틱 자동차부품관리 2년, 국제크리스천학교 총무 인턴직 3개월","경기도청년봉사단 4기 단원, 헌혈 활동 및 헌혈증 기부"
2020 하반기,엑스오컴퍼니,"계명대 / 세무학 / 학점 3.4 / 토익: 795, 기타: JPT 865 / 사회생활 경험: 회계세무사무소 3개월 아르바이트 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전산세무 1급, 전산회계 1급",계명대,지방대,세무학,경영경제,TOEIC 795,"세무학 / 사회생활 경험: 회계세무사무소 3개월 아르바이트 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 전산세무 1급, 전산회계 1급",,
2023 하반기,CJ푸드빌,"협성대 / 금융세무학과 / 학점 3.15 / 컴퓨터활용능력: 2급, 기타: 전산회계",협성대,지방대,금융세무학과,경영경제,,"금융세무학과 / 컴퓨터활용능력: 2급, 기타: 전산회계",,
2025 상반기,한국해양수산개발원,"중앙대학교 / 정치국제학과 / 학점 4.28/4.5 / 토익스피킹: 150/레벨 6 / (주)한국능률협회컨설팅, 한국교통연구원, 한국과학기술기획평가원 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 사회조사분석사 2급",중앙대학교,인서울,정치국제학과,사회과학,토익스피킹 150/레벨 6,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 사회조사분석사 2급",,"(주)한국능률협회컨설팅, 한국교통연구원, 한국과학기술기획평가원"
