원본행,기간,회사,직무,zeroshot_input,직무_대분류,직무_중분류,직무_소분류,분류확신도,검토메모,링크
3455,2024 상반기,선진,마케팅,"회사: 선진 | 직무: 마케팅 | 유형: 대기업, 신입",마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",중,,https://linkareer.com/cover-letter/33373?page=174&sort=RECENT_SCRAP_COUNT&tab=all
3456,2021 하반기,sk이노베이션,배터리 생산기술,"회사: sk이노베이션 | 직무: 배터리 생산기술 | 유형: 대기업, 신입",생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/29315?page=174&sort=RECENT_SCRAP_COUNT&tab=all
3457,2022 하반기,국민연금공단,6급갑 사무직,"회사: 국민연금공단 | 직무: 6급갑 사무직 | 유형: 공기업, 신입",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/31108?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3458,2019 하반기,교보생명,디지털,회사: 교보생명 | 직무: 디지털 | 유형: MAJOR_COMPANY,마케팅·광고,디지털 마케팅,"SNS, 퍼포먼스 마케팅",중,,https://linkareer.com/cover-letter/23728?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3459,2021 상반기,서울교통공사,고객안전,"회사: 서울교통공사 | 직무: 고객안전 | 유형: 공기업, 신입",영업·고객관리,고객지원,"CS, 고객 상담",중,,https://linkareer.com/cover-letter/30599?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3460,2021 하반기,한국전력공사,사무,"회사: 한국전력공사 | 직무: 사무 | 유형: 공기업, 인턴",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/29933?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3461,2024 상반기,KB증권,S&T(Sales & Trading),"회사: KB증권 | 직무: S&T(Sales & Trading) | 유형: 대기업, 신입",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/34156?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3462,2022 상반기,카카오스타일,백엔드 개발자,"회사: 카카오스타일 | 직무: 백엔드 개발자 | 유형: 대기업, 인턴",IT·개발,백엔드 개발,"Java, Spring, Node.js, Python, API 개발",상,,https://linkareer.com/cover-letter/32582?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3463,2022 하반기,콜로소(데이원컴퍼니),[전환형 인턴] 데이터 분석가,"회사: 콜로소(데이원컴퍼니) | 직무: [전환형 인턴] 데이터 분석가 | 유형: 중소기업/스타트업, 인턴",IT·개발,데이터 분석,"데이터 분석가, BI, 통계 분석",상,,https://linkareer.com/cover-letter/31241?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3464,2023 하반기,한국전자금융,경영관리,"회사: 한국전자금융 | 직무: 경영관리 | 유형: 중견기업, 신입",경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/33021?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3465,2020 상반기,N Tech Service,QA 엔지니어,"회사: N Tech Service | 직무: QA 엔지니어 | 유형: 인턴, 중견기업",엔지니어링,장비 엔지니어,"Customer Engineer, Field Engineer",상,,https://linkareer.com/cover-letter/26569?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3466,2023 상반기,삼성웰스토리,수주영업,"회사: 삼성웰스토리 | 직무: 수주영업 | 유형: 대기업, 신입",영업·고객관리,B2B 영업,기업영업,중,,https://linkareer.com/cover-letter/32865?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3467,2021 상반기,현대엔지니어링,자산관리 자산설비,"회사: 현대엔지니어링 | 직무: 자산관리 자산설비 | 유형: 신입, 대기업",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/25204?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3468,2019 상반기,SK하이닉스,양산기술,회사: SK하이닉스 | 직무: 양산기술 | 유형: 대기업,생산·품질,생산관리,제조 운영,중,,https://linkareer.com/cover-letter/23158?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3469,2019 하반기,CJ ENM,예능 제작 PD(tvN),회사: CJ ENM | 직무: 예능 제작 PD(tvN) | 유형: 대기업,미디어·콘텐츠,콘텐츠 제작,"PD, 영상, 방송, 작가",상,,https://linkareer.com/cover-letter/16189?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3470,2021 상반기,원익IPS,기구 설계,"회사: 원익IPS | 직무: 기구 설계 | 유형: 중견기업, 신입",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/30046?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3471,2019 상반기,LG화학,전지사업부_품질관리,회사: LG화학 | 직무: 전지사업부_품질관리 | 유형: MAJOR_COMPANY,생산·품질,품질관리,"QA, QC",상,,https://linkareer.com/cover-letter/24429?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3472,2024 상반기,하이투자증권(IM투자증권),리서치본부_기업분석실RA,"회사: 하이투자증권(IM투자증권) | 직무: 리서치본부_기업분석실RA | 유형: 대기업, 신입",금융,금융일반,"은행, 증권, 보험, 카드, 여신",상,,https://linkareer.com/cover-letter/34161?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3473,2020 하반기,현대E&T,일렉트릭설계직무,"회사: 현대E&T | 직무: 일렉트릭설계직무 | 유형: 신입, 대기업",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/26035?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3474,2024 상반기,삼성전자,메모리 사업부,"회사: 삼성전자 | 직무: 메모리 사업부 | 유형: 대기업, 신입",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",상,,https://linkareer.com/cover-letter/33997?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3475,2022 상반기,한국도로공사,일반행정,"회사: 한국도로공사 | 직무: 일반행정 | 유형: 공기업, 인턴",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/30768?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3476,2016 하반기,현대모비스,구매,회사: 현대모비스 | 직무: 구매 | 유형: -,물류·구매,구매,"구매, 조달",중,,https://linkareer.com/cover-letter/18189?page=175&sort=RECENT_SCRAP_COUNT&tab=all
3477,2015 하반기,신세계백화점,-,회사: 신세계백화점 | 직무: - | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",중,,https://linkareer.com/cover-letter/18476?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3478,2019 하반기,한화테크윈,AI 영상처리 연구개발,회사: 한화테크윈 | 직무: AI 영상처리 연구개발 | 유형: 대기업,연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/24555?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3479,2024 상반기,삼성전자,평가및분석,"회사: 삼성전자 | 직무: 평가및분석 | 유형: 대기업, 신입",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/34555?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3480,2022 하반기,LG전자,상품기획,회사: LG전자 | 직무: 상품기획 | 유형: -,경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/32646?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3481,2024 상반기,퍼즐원스튜디오,UI Artist,"회사: 퍼즐원스튜디오 | 직무: UI Artist | 유형: 중소기업/스타트업, 신입",디자인,UI/UX 디자인,웹·앱 디자인,중,,https://linkareer.com/cover-letter/34005?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3482,2022 상반기,현대글로벌서비스,DT설계,"회사: 현대글로벌서비스 | 직무: DT설계 | 유형: 대기업, 신입",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/31074?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3483,2021 하반기,서울교통공사,전기직,"회사: 서울교통공사 | 직무: 전기직 | 유형: 공기업, 신입",연구개발,전기·전자·반도체,"전기, 전자, 반도체, 회로, 소자",중,,https://linkareer.com/cover-letter/30058?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3484,2020 하반기,한국항공우주산업,인사,"회사: 한국항공우주산업 | 직무: 인사 | 유형: 신입, 중견기업",연구개발,기계·항공,"기계, 항공우주, 기구",상,,https://linkareer.com/cover-letter/26197?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3485,2025 상반기,현대자동차,국내생산_공정기술 (울산공장),"회사: 현대자동차 | 직무: 국내생산_공정기술 (울산공장) | 유형: 대기업, 신입",생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/35656?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3486,2025 상반기,DB커뮤니케이션즈,광고기획,"회사: DB커뮤니케이션즈 | 직무: 광고기획 | 유형: 대기업, 인턴",경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/35161?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3487,2022 상반기,ab in bev,무역 유통,"회사: ab in bev | 직무: 무역 유통 | 유형: 인턴, 기타",영업·고객관리,B2C 영업,일반 소비자 영업,중,,https://linkareer.com/cover-letter/31001?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3488,2022 하반기,이마트,지원(전략),회사: 이마트 | 직무: 지원(전략) | 유형: 대기업,경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/31285?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3489,2021 상반기,기업은행,글로벌,"회사: 기업은행 | 직무: 글로벌 | 유형: 공기업, 신입",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/28322?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3490,2022 상반기,동국제약,EHS 팀,"회사: 동국제약 | 직무: EHS 팀 | 유형: 중견기업, 인턴",기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/30903?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3491,2021 상반기,PTKOREA,데이터 분석,"회사: PTKOREA | 직무: 데이터 분석 | 유형: 중소기업/스타트업, 신입",IT·개발,데이터 분석,"데이터 분석가, BI, 통계 분석",상,,https://linkareer.com/cover-letter/28381?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3492,2023 하반기,SK하이닉스,R&D 공정,"회사: SK하이닉스 | 직무: R&D 공정 | 유형: 대기업, 신입",생산·품질,생산관리,제조 운영,중,,https://linkareer.com/cover-letter/33714?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3493,2021 하반기,한국남부발전,사무,"회사: 한국남부발전 | 직무: 사무 | 유형: 공기업, 신입",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/31324?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3494,2024 상반기,인바디,기계설계(연구개발/품질),"회사: 인바디 | 직무: 기계설계(연구개발/품질) | 유형: 신입, 중소기업/스타트업",연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/33491?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3495,2024 상반기,IPX,브랜드 마케팅 인턴,"회사: IPX | 직무: 브랜드 마케팅 인턴 | 유형: 중견기업, 인턴",마케팅·광고,브랜드 마케팅,"브랜드 전략, 캠페인",상,,https://linkareer.com/cover-letter/35170?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3496,2024 상반기,국민건강보험공단,청년인턴,"회사: 국민건강보험공단 | 직무: 청년인턴 | 유형: 인턴, 공기업",금융,금융일반,"은행, 증권, 보험, 카드, 여신",중,,https://linkareer.com/cover-letter/33566?page=176&sort=RECENT_SCRAP_COUNT&tab=all
3497,2021 하반기,토스,리크루팅 코디네이터,"회사: 토스 | 직무: 리크루팅 코디네이터 | 유형: 중소기업/스타트업, 신입",기타,일반·미분류,"일반직, 인턴, 직무 미상",하,키워드 미매칭,https://linkareer.com/cover-letter/30759?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3498,2017 상반기,삼성자산운용,-,"회사: 삼성자산운용 | 직무: - | 유형: 대기업, 인턴",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/16025?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3499,2024 상반기,광건티앤씨,공사관리부(설계),"회사: 광건티앤씨 | 직무: 공사관리부(설계) | 유형: 신입, 중견기업",연구개발,연구원,신기술 연구,중,,https://linkareer.com/cover-letter/33810?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3500,2018 하반기,포스코,설비,회사: 포스코 | 직무: 설비 | 유형: 대기업,생산·품질,생산관리,제조 운영,중,,https://linkareer.com/cover-letter/21353?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3501,2021 하반기,한국항공우주산업(KAI),해외영업,"회사: 한국항공우주산업(KAI) | 직무: 해외영업 | 유형: 중견기업, 신입",영업·고객관리,B2B 영업,기업영업,상,,https://linkareer.com/cover-letter/29304?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3502,2022 상반기,당근페이,서버 개발자 인턴 - 당근페이 서비스 (Java / Kotlin),"회사: 당근페이 | 직무: 서버 개발자 인턴 - 당근페이 서비스 (Java / Kotlin) | 유형: 중소기업/스타트업, 인턴",IT·개발,백엔드 개발,"Java, Spring, Node.js, Python, API 개발",상,,https://linkareer.com/cover-letter/32581?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3503,2024 상반기,현대자동차,연구개발_차량 충돌안전 성능개발(설계/CAE/시험),"회사: 현대자동차 | 직무: 연구개발_차량 충돌안전 성능개발(설계/CAE/시험) | 유형: 대기업, 신입",연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/33561?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3504,2020 상반기,한국식품연구원,연구원,"회사: 한국식품연구원 | 직무: 연구원 | 유형: 인턴, 공기업",연구개발,연구원,신기술 연구,상,,https://linkareer.com/cover-letter/26096?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3505,2020 하반기,코스모화학,생산공정관리,"회사: 코스모화학 | 직무: 생산공정관리 | 유형: 신입, 중견기업",생산·품질,생산관리,제조 운영,상,,https://linkareer.com/cover-letter/26359?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3506,2024 상반기,한국사회적기업진흥원,행정,"회사: 한국사회적기업진흥원 | 직무: 행정 | 유형: 공기업, 신입",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/33607?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3507,2024 상반기,구리농수산물공사,청년인턴,"회사: 구리농수산물공사 | 직무: 청년인턴 | 유형: 인턴, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",중,,https://linkareer.com/cover-letter/32713?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3508,2023 상반기,롯데글로벌로지스,경영관리,"회사: 롯데글로벌로지스 | 직무: 경영관리 | 유형: 대기업, 신입",경영·사무,기획,"사업기획, 전략기획",중,,https://linkareer.com/cover-letter/31717?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3509,2019 상반기,경희사이버대학교,일반행정,회사: 경희사이버대학교 | 직무: 일반행정 | 유형: -,기타,일반·미분류,"일반직, 인턴, 직무 미상",상,,https://linkareer.com/cover-letter/23792?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3510,2021 상반기,지역농협,일반관리직 6급,회사: 지역농협 | 직무: 일반관리직 6급 | 유형: 공기업,경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/28466?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3511,2021 하반기,한국토지주택공사,"사무,기술 통합모집이었기 때문에 직무가 따로 명시되지 않았음","회사: 한국토지주택공사 | 직무: 사무,기술 통합모집이었기 때문에 직무가 따로 명시되지 않았음 | 유형: 공기업, 인턴",경영·사무,총무,"자산관리, 문서관리",중,,https://linkareer.com/cover-letter/29962?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3512,2023 하반기,현대자동차,국내생산_품질관리 (아산공장),"회사: 현대자동차 | 직무: 국내생산_품질관리 (아산공장) | 유형: 대기업, 신입",생산·품질,품질관리,"QA, QC",상,,https://linkareer.com/cover-letter/33990?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3513,2025 상반기,한국교통안전공단,행정_6급_일반,"회사: 한국교통안전공단 | 직무: 행정_6급_일반 | 유형: 신입, 공기업",공공·행정,공공행정,"공공기관, 정책, 일반행정",상,,https://linkareer.com/cover-letter/35369?page=177&sort=RECENT_SCRAP_COUNT&tab=all
3514,2022 상반기,한국승강기안전공단,일반,"회사: 한국승강기안전공단 | 직무: 일반 | 유형: 공기업, 인턴",엔지니어링,안전·환경,"안전관리, 환경관리, 공무",중,,https://linkareer.com/cover-letter/30625?page=177&sort=RECENT_SCRAP_COUNT&tab=all
